Geneid,N1,N2,T1,T2,T3,T4
LOC105371414,0,12,22,18,17,17
LOC105371433,0,0,1,0,0,1
LOC105371433_1,0,0,0,0,2,0
LOC105371458,1,0,15,6,3,28
LOC105371485,0,0,8,1,0,4
LOC105371566,0,0,0,22,10,12
LOC105371592,0,0,7,0,8,5
LOC105371703,6,0,9,0,7,8
LOC105371730,0,0,22,0,2,4
LOC105371763,0,11,3,0,5,11
LOC105371789,0,0,15,7,9,8
LOC105371795,0,0,19,0,1,9
LOC105371814,0,15,11,11,18,29
LOC105371855,0,0,10,1,0,9
LOC105371880,1,24,41,5,9,34
LOC105371899,0,0,25,0,10,27
LOC105371910,0,0,17,0,0,31
LOC105371925,0,0,6,9,0,16
LOC105371998,35,0,9,16,7,13
LOC105372028,0,0,6,5,7,10
LOC105372038,0,0,5,14,6,8
LOC105372068,0,13,3,0,2,5
LOC105372069,0,19,18,20,13,12
LOC105372071,0,5,1,0,8,5
LOC105372179,0,32,23,6,31,18
LOC105372273,0,0,5,7,24,15
LOC105372383,0,0,33,11,43,26
LOC105372440,0,0,7,9,4,6
LOC105372441,0,0,0,0,3,7
LOC105372480,0,0,0,0,2,1
LOC105372493,0,0,6,0,1,2
LOC105372582,52,16,76,90,83,33
LOC105372631,0,0,11,5,16,25
LOC105372633,0,0,34,21,47,28
LOC105372653,0,35,31,11,33,16
LOC105372672,0,0,27,1,15,13
LOC105372695,2,15,7,0,17,6
LOC105372977,0,17,6,19,21,16
LOC105372990,0,0,18,9,6,16
LOC105373021,0,5,4,10,15,13
LOC105373031,0,0,10,1,1,12
LOC105373044,0,0,3,1,2,2
LOC105373064,0,11,23,6,22,12
LOC105373100,0,0,20,16,18,7
LOC105373156,26,0,19,45,10,12
LOC105373159,0,14,39,27,65,43
LOC105373289,0,22,2,1,9,30
LOC105373311,0,0,12,2,1,20
LOC105373338,0,0,0,5,1,3
LOC105373352,0,16,0,4,5,6
LOC105373378_1,0,0,0,0,1,0
LOC105373394,0,16,15,1,36,23
LOC105373496,0,0,8,27,35,12
LOC105373553,0,0,0,0,3,0
LOC105373562,0,0,1,5,0,2
LOC105373609,0,17,27,2,34,29
LOC105373656,0,11,4,8,12,5
LOC105373759,0,0,5,0,11,7
LOC105373782,36,9,8,4,21,14
LOC105373805,0,12,5,2,9,8
LOC105373876,0,0,0,0,1,0
LOC105374042,9,0,29,22,3,12
LOC105374060,0,39,19,2,16,10
LOC105374194,0,0,6,4,1,1
LOC105374297,34,0,5,0,4,12
LOC105374312,14,0,6,0,11,6
LOC105374313,0,68,24,29,24,26
LOC105374338,3,9,5,1,1,16
LOC105374344,0,0,7,0,3,1
LOC105374378,27,0,20,0,9,18
LOC105374389,0,0,8,12,2,19
LOC105374428,43,10,6,3,2,2
LOC105374516,0,0,10,0,6,10
LOC105374620,0,0,13,12,5,7
LOC105374704,0,0,0,2,0,0
LOC105374727,0,0,3,0,1,5
LOC105374820,0,0,3,7,1,1
LOC105374960,0,12,1,0,0,5
LOC105374972,0,0,6,0,6,3
LOC105374988,0,0,25,7,31,14
LOC105375075,0,0,0,0,2,0
LOC105375115,0,0,7,10,15,15
LOC105375131,0,0,0,4,0,3
LOC105375166,0,9,7,4,14,15
LOC105375218,20,0,8,4,15,9
LOC105375297,0,0,0,0,0,10
LOC105375303,0,0,15,5,5,32
LOC105375304,0,0,0,0,0,1
LOC105375423,55,7,12,15,10,23
LOC105375429,56,15,28,0,39,21
LOC105375483,74,10,40,0,25,23
LOC105375504,0,0,0,0,1,1
LOC105375512,0,0,1,0,7,21
LOC105375556,0,0,6,5,18,4
LOC105375683,23,0,12,0,9,10
LOC105375690,0,1,62,32,88,43
LOC105375713,0,0,0,0,3,6
LOC105375744,15,0,5,5,0,1
LOC105375773,0,0,12,0,7,10
LOC105375787,0,11,5,0,1,7
LOC105375800,4,1,1,0,0,0
LOC105375843,0,5,5,0,2,1
LOC105375938,8,0,9,7,24,18
LOC105375972,0,0,2,0,1,2
LOC105376114,0,6,43,15,29,14
LOC105376194,0,8,17,9,29,9
LOC105376271,0,1,3,0,3,4
LOC105376306,0,0,1,0,1,5
LOC105376331,0,0,16,11,22,34
LOC105376353,0,22,2,4,9,12
LOC105376360,18,16,15,1,17,9
LOC105376398,82,0,2,0,3,2
LOC105376453,0,0,8,0,0,2
LOC105376526,35,0,8,0,4,5
LOC105376731,0,0,0,0,0,2
LOC105376772,0,0,11,0,4,9
LOC105376781,0,5,14,3,12,21
LOC105376805,0,0,4,0,1,6
LOC105376917,0,0,17,9,15,14
LOC105376975,0,0,5,8,0,4
LOC105377102,0,6,5,0,10,2
LOC105377143,54,13,5,0,4,3
LOC105377146,8,12,28,12,17,9
LOC105377162,37,0,0,0,0,3
LOC105377213,0,0,12,1,0,21
LOC105377267,0,0,0,0,0,12
LOC105377342,19,0,4,0,3,11
LOC105377448,1,18,9,10,13,8
LOC105377458,0,37,28,11,36,7
LOC105377480,0,0,0,4,1,0
LOC105377590,0,1,5,1,4,15
LOC105377621,0,0,16,19,21,8
LOC105377623,0,0,0,3,0,18
LOC105377651,0,0,19,17,41,21
LOC105377752,0,0,0,5,0,0
LOC105377763,0,49,16,12,26,18
LOC105377777,0,0,8,7,8,6
LOC105377785,23,71,108,101,130,80
LOC105377879,0,0,4,4,0,10
LOC105377924,0,0,1,0,9,7
LOC105377967,0,0,2,13,10,3
LOC105377975,0,0,3,0,2,1
LOC105378052,0,0,1,0,0,2
LOC105378068,0,19,28,5,53,21
LOC105378098,0,8,16,26,18,12
LOC105378123,28,0,4,0,0,2
LOC105378127,9,0,14,12,31,15
LOC105378137,0,26,0,12,1,0
LOC105378146,1,0,1,5,1,16
LOC105378183,0,0,10,0,16,15
LOC105378230,0,0,10,13,8,11
LOC105378269,0,0,0,0,0,7
LOC105378305,0,0,1,0,0,2
LOC105378311,0,0,7,0,9,19
LOC105378330,0,0,1,0,0,0
LOC105378367,0,0,10,0,0,10
LOC105378430,0,0,1,0,0,1
LOC105378479,0,0,7,14,7,26
LOC105378577,0,0,0,0,1,0
LOC105378586,12,19,17,10,17,8
LOC105378591,0,26,0,5,4,15
LOC105378614,0,0,11,2,3,3
LOC105378663,0,0,0,0,6,0
LOC105378933,0,0,0,0,0,1
LOC105378948,0,0,0,0,1,12
LOC105378949,0,0,33,18,19,42
LOC105378979,0,18,7,0,0,7
LOC105379030,0,0,4,0,0,1
LOC105379143,30,43,25,16,46,33
LOC105379152,0,0,6,13,0,10
LOC105379183,0,0,4,1,2,16
LOC105379192,0,0,2,0,0,0
LOC105379194,0,16,26,4,18,24
LOC105379252,0,0,0,2,0,1
LOC105379331,0,0,5,24,4,8
LOC105379393,5,3,6,7,1,5
LOC105379450,17,0,4,3,3,2
LOC105379514,31,0,12,12,4,11
LOC105447645,0,10,2,1,7,4
LOC106660606,0,0,45,8,13,37
LOC106699570,0,20,20,7,16,14
LOC107984035,0,0,8,9,0,6
LOC107984132,0,8,16,13,12,30
LOC107984236,0,0,1,3,0,5
LOC107984265,0,0,19,8,14,8
LOC107984282,0,8,12,15,11,30
LOC107984341,0,19,6,7,6,7
LOC107984399,0,0,17,16,8,15
LOC107984507,0,23,41,18,11,28
LOC107984703,41,8,25,41,47,18
LOC107984784,0,9,46,57,55,28
LOC107984813,0,0,5,16,0,1
LOC107984974,17,40,21,31,34,50
LOC107985033,32,33,22,15,28,6
LOC107985115,0,0,15,14,4,19
LOC107985184,0,26,37,43,57,33
LOC107985246,20,11,21,56,18,39
LOC107985355,0,0,1,0,0,14
LOC107985524,0,0,1,0,3,1
LOC107985532,0,0,65,18,34,84
LOC107985544,0,18,28,17,16,32
LOC107985728,0,0,8,3,2,18
LOC107985770,0,9,22,4,17,13
LOC107985820,0,9,11,16,21,13
LOC107985856,0,2,18,0,13,21
LOC107985939,40,20,13,5,22,20
LOC107985946,0,0,3,3,2,9
LOC107986163,38,11,49,47,42,25
LOC107986192,41,0,1,11,0,3
LOC107986453,0,0,2,16,4,10
LOC107986794,0,0,4,0,0,4
LOC107986845,0,0,13,5,1,4
LOC107986876,0,0,1,0,0,2
LOC107987142,0,0,2,0,11,16
LOC110091768,4,1,44,18,45,36
LOC110091776,0,0,10,9,6,29
LOC110091777,0,23,25,13,27,23
LOC112267871,27,0,20,2,2,30
LOC112267983,3,2,21,13,36,16
LOC112267991,0,0,0,5,1,14
LOC112268068,0,0,17,8,8,18
LOC112268114,0,0,0,0,0,2
LOC112268117,0,0,1,3,4,6
LOC112268124,0,12,22,28,6,23
LOC112268136,0,12,13,23,23,14
LOC112268140,0,0,10,1,3,17
LOC112268173,0,0,8,3,1,17
LOC112268219,0,17,17,47,29,26
LOC112268269,31,17,17,9,8,22
LOC112543491,0,8,27,44,37,26
LOC112577516,0,0,7,0,2,2
LOC112577592,10,0,0,7,0,5
LOC112694756,0,0,11,10,7,11
LOC114841035,0,0,0,0,0,1
LOC114841040,0,0,3,0,0,0
LOC115995503,0,0,6,1,7,11
LOC116435278,0,0,7,4,0,20
LOC117779438,33,2,13,9,13,25
LOC118142757,0,0,0,0,0,2
LOC143666,0,0,13,33,0,6
LOC145474,0,8,30,7,15,13
LOC145694,42,13,11,3,22,16
LOC145783,0,18,37,25,18,42
LOC145845,81,0,19,8,23,15
LOC148696,0,0,4,0,2,14
LOC149684,0,24,5,9,6,10
LOC150051,13,0,7,0,0,3
LOC150935,0,0,0,0,0,2
LOC153684,0,0,12,26,14,29
LOC153910,35,0,22,13,23,10
LOC154449,0,0,8,0,6,2
LOC154761,19,10,9,0,4,17
LOC155060,0,13,23,18,31,37
LOC157273,0,29,7,11,4,15
LOC158434,0,19,19,8,28,22
LOC158435,0,0,23,10,3,31
LOC171391,6,55,30,27,35,5
LOC202181,0,2,39,46,51,54
LOC220729,17,43,24,8,25,13
LOC221946,0,16,12,52,11,20
LOC254028,0,8,5,15,14,11
LOC254896,36,0,3,7,9,12
LOC257396,0,0,10,6,6,3
LOC283028,0,0,33,43,29,35
LOC283038,0,13,5,0,9,20
LOC283045,0,0,10,17,4,12
LOC283194,39,18,11,14,10,16
LOC283214,0,0,38,7,23,6
LOC283299,43,14,30,10,19,20
LOC283335,70,10,23,6,6,11
LOC283387,32,36,55,35,40,18
LOC283665,0,16,3,3,5,17
LOC283683,4,1,22,8,27,13
LOC283710,26,0,9,19,16,16
LOC283731,40,6,30,8,14,39
LOC283788,0,160,50,378,26,70
LOC283856,0,26,29,7,48,38
LOC283922,0,26,63,17,33,62
LOC284009,0,0,9,16,8,21
LOC284191,0,2,23,3,31,25
LOC284240,0,0,1,4,1,10
LOC284241,35,1,7,4,6,15
LOC284344,0,8,12,10,10,12
LOC284379,0,10,13,18,33,42
LOC284395,47,0,33,9,22,43
LOC284412,8,0,27,6,19,22
LOC284581,0,0,18,4,19,21
LOC284788,0,0,7,6,1,1
LOC284798,0,0,12,16,8,17
LOC284898,0,0,14,11,4,6
LOC284930,0,23,13,8,16,8
LOC284933,0,0,0,0,0,16
LOC284950,0,34,25,2,13,26
LOC285000,50,0,11,2,4,9
LOC285097,0,0,0,1,0,20
LOC285191,0,0,3,0,0,0
LOC285593,2,0,21,1,14,16
LOC285626,0,16,18,8,25,31
LOC285638,0,23,20,13,14,6
LOC285762,0,25,14,27,18,9
LOC285766,0,0,1,1,0,4
LOC285804,0,13,2,3,19,14
LOC285819,19,0,35,2,38,26
LOC285847,28,0,13,19,5,16
LOC285889,13,4,23,11,16,20
LOC286059,0,1,11,12,4,18
LOC286083,53,11,9,28,10,16
LOC286177,0,5,4,7,11,21
LOC286178,0,14,8,0,16,11
LOC286297,30,0,12,0,8,7
LOC286359,0,5,5,0,4,9
LOC286437,0,0,0,4,0,0
LOC286437_1,0,5,3,13,7,0
LOC338694,0,0,12,0,2,10
LOC338963,1,1,8,0,1,20
LOC339059,0,15,7,1,4,24
LOC339166,0,53,44,17,66,25
LOC339260,0,22,15,21,24,37
LOC339298,10,0,13,0,14,3
LOC339539,0,0,38,15,3,54
LOC339593,16,11,36,18,23,22
LOC339666,0,0,34,21,15,25
LOC339685,19,0,1,0,7,28
LOC339803,0,21,30,65,50,14
LOC339862,11,2,0,0,4,9
LOC339874,0,14,29,14,23,8
LOC339902,0,0,8,0,3,4
LOC339975,40,1,14,0,1,12
LOC340090,0,0,9,14,6,14
LOC340357,0,0,23,12,17,14
LOC340512,33,0,2,5,3,2
LOC341056,0,12,25,5,25,19
LOC344967,0,23,28,9,34,31
LOC349160,0,11,29,23,42,25
LOC374443,25,19,20,30,33,26
LOC375196,0,0,5,0,0,4
LOC388282,0,0,2,0,1,1
LOC388282_1,0,0,2,0,1,2
LOC388436,0,2,4,1,5,0
LOC388780,0,1,6,9,1,8
LOC388813,75,37,12,26,32,19
LOC389199,0,0,4,0,3,6
LOC389247,0,3,16,4,19,7
LOC389602,28,17,18,17,36,13
LOC389641,0,0,22,8,46,20
LOC389705,0,0,25,3,11,21
LOC389765,0,15,53,36,30,52
LOC389831,32,68,105,66,107,126
LOC389834,15,27,44,55,63,46
LOC389895,0,0,12,0,0,20
LOC389906,0,18,6,2,13,5
LOC390705,0,0,0,0,0,5
LOC390877,0,0,17,14,18,32
LOC392196,0,0,3,6,0,5
LOC392232,32,0,10,4,28,18
LOC392364,0,0,3,3,0,13
LOC399975,0,24,39,17,23,14
LOC400212,2,17,7,4,7,15
LOC400464,6,0,7,0,18,20
LOC400499,67,23,168,80,114,247
LOC400541,0,0,3,0,6,17
LOC400553,0,0,0,0,0,4
LOC400622,0,0,6,0,2,2
LOC400627,0,0,37,0,16,11
LOC400682,0,0,12,0,4,0
LOC400682_1,30,16,0,0,0,12
LOC400710,36,13,40,15,11,53
LOC400867,119,10,22,19,10,18
LOC400940,0,0,0,7,1,18
LOC401021,0,4,1,3,0,5
LOC401127,0,0,7,8,9,13
LOC401176,22,6,40,8,39,45
LOC401261,5,1,43,69,30,18
LOC401312,0,0,26,43,27,11
LOC401324,15,6,22,6,9,11
LOC401357,0,0,1,0,0,0
LOC401442,0,11,3,0,3,17
LOC401463,55,0,0,0,0,10
LOC401478,23,39,44,40,52,21
LOC401557,29,0,3,0,0,11
LOC403312,0,18,37,1,31,50
LOC407835,41,3,18,33,31,15
LOC408186,0,45,27,49,25,34
LOC414300,0,0,17,0,8,12
LOC439933,29,13,44,58,35,32
LOC440040,0,22,41,45,35,20
LOC440084,0,14,4,2,10,5
LOC440173,0,0,8,8,2,21
LOC440300,140,33,34,18,93,43
LOC440311,0,29,29,20,21,22
LOC440346,0,0,7,3,8,10
LOC440700,0,0,21,4,28,21
LOC440896,117,4,66,40,69,42
LOC440910,0,32,14,13,14,19
LOC440982,0,34,12,6,13,7
LOC441052,0,0,3,0,1,4
LOC441081,0,1,8,5,0,9
LOC441081_1,0,4,6,8,2,18
LOC441086,0,0,12,0,0,3
LOC441087,25,0,4,5,15,9
LOC441155,0,16,32,0,30,35
LOC441179,0,0,10,0,0,32
LOC441204,5,15,20,35,30,62
LOC441242,6,7,5,23,5,17
LOC441242_1,6,51,10,5,42,1
LOC441455,0,0,13,6,14,25
LOC441666,14,58,37,36,31,39
LOC442028,0,0,1,0,0,0
LOC442028_1,0,0,0,2,0,0
LOC442132,0,0,41,6,13,16
LOC442497,0,0,8,0,4,7
LOC497256,0,0,0,0,2,1
LOC51145,0,0,8,0,6,13
LOC541473,0,0,1,1,0,0
LOC541473_1,0,0,0,0,0,1
LOC550113,0,0,3,8,6,7
LOC554206,0,16,3,8,7,10
LOC574538,7,0,1,0,2,0
LOC613038,0,0,32,39,1,22
LOC613206,0,0,0,0,0,2
LOC613266,0,0,10,3,8,7
LOC641746,0,0,8,6,7,14
LOC642361,0,12,27,2,5,15
LOC642366,0,0,11,3,6,13
LOC642414,0,0,0,5,0,1
LOC642484,0,9,24,5,16,14
LOC642648,40,11,1,21,2,14
LOC642846,0,0,13,3,15,47
LOC642929,0,14,22,22,20,26
LOC642943,0,40,25,4,11,60
LOC643072,0,0,23,14,4,33
LOC643201,25,0,22,3,12,19
LOC643327,0,0,5,0,0,0
LOC643339,0,20,19,12,26,27
LOC643406,51,0,24,23,19,19
LOC643441,1,20,14,7,18,34
LOC643542,0,21,6,0,4,14
LOC643802,0,0,3,21,7,21
LOC644090,0,0,5,9,4,10
LOC644135,55,9,15,17,24,1
LOC644189,59,0,8,14,25,9
LOC644215,0,36,5,11,25,14
LOC644285,23,20,40,11,17,42
LOC644554,36,0,1,4,6,5
LOC644634_1,0,1,0,0,1,0
LOC644656,0,0,18,1,4,17
LOC644669,0,0,11,5,20,17
LOC644936,0,0,24,10,5,25
LOC645177,42,18,26,49,12,62
LOC645202,0,0,1,0,0,3
LOC645202_1,0,0,0,0,0,2
LOC645485,0,6,13,6,7,19
LOC645752,4,1,32,16,29,28
LOC645967,0,0,15,35,3,9
LOC646029,0,38,24,13,37,32
LOC646030,0,0,6,0,9,2
LOC646214,27,110,147,26,127,77
LOC646471,33,5,25,8,9,7
LOC646548,29,3,14,0,5,9
LOC646588,0,0,18,21,18,22
LOC646626,0,6,10,32,10,2
LOC646652,41,134,152,120,92,160
LOC646736,0,14,33,39,39,15
LOC646762,0,0,25,9,17,53
LOC646813,0,9,10,8,19,7
LOC646903,0,0,8,0,4,18
LOC646938,0,9,0,0,1,9
LOC647070,35,8,34,22,28,29
LOC647264,0,0,3,4,0,2
LOC648987,34,52,63,52,57,47
LOC649133,0,18,10,0,6,22
LOC649352,0,0,4,0,1,4
LOC650226,18,62,19,12,25,13
LOC651337,37,0,7,7,0,30
LOC652276,0,87,12,10,10,15
LOC653513,0,0,2,0,0,0
LOC653513_1,0,0,1,11,2,5
LOC653653,0,0,0,0,1,1
LOC653712,0,14,4,0,13,12
LOC654780,0,0,14,7,17,16
LOC727751,0,1,10,0,0,7
LOC728024,0,0,2,13,13,15
LOC728158,0,0,43,50,20,39
LOC728178,37,10,2,0,0,7
LOC728196,0,45,15,20,25,30
LOC728392,0,14,5,0,1,13
LOC728485,8,17,30,25,55,36
LOC728554,43,8,8,33,22,15
LOC728613,19,57,33,72,37,32
LOC728660,0,0,16,9,22,11
LOC728673,0,0,26,2,24,22
LOC728715,0,10,6,1,13,3
LOC728739,0,0,10,0,1,1
LOC728743,11,0,8,22,0,17
LOC728755,0,0,0,0,0,7
LOC728975,0,0,20,7,0,3
LOC728989,1,21,11,0,15,5
LOC728989_1,0,0,1,6,0,1
LOC729080,0,0,0,0,0,2
LOC729218,0,16,35,49,20,52
LOC729254,0,4,7,0,0,5
LOC729291,0,20,22,16,27,24
LOC729296,30,7,10,5,7,10
LOC729558,0,0,0,0,6,13
LOC729609,2,10,12,10,22,5
LOC729652,0,13,15,29,21,17
LOC729681,0,0,21,0,21,17
LOC729683,0,17,5,0,0,7
LOC729732,0,33,77,46,45,65
LOC729737,8,0,7,20,1,13
LOC729815,0,0,0,3,3,5
LOC729867,0,0,5,4,1,8
LOC729870,0,38,5,6,7,5
LOC729930,0,0,4,6,4,1
LOC729966,0,0,29,0,21,17
LOC729968,53,7,2,5,18,6
LOC730098,0,5,3,32,0,1
LOC730100,16,33,47,28,44,47
LOC730101,12,23,7,12,0,19
LOC730183,0,0,16,12,0,12
LOC730202,0,0,3,12,9,3
LOC730234,0,0,10,0,10,4
LOC730338,19,0,15,6,8,19
LOC730668,6,0,3,3,0,20
LOC731157,0,0,4,0,3,2
LOC780529,23,0,11,12,5,8
LOC90246,24,4,1,6,6,11
LOC91450,0,0,0,0,1,2
LOC91548,0,11,21,1,16,34
LOC93429,27,0,10,7,6,10
LOC93463,0,0,0,9,9,2
LOC93622,0,32,25,17,46,16
LOH12CR2,0,11,19,6,17,8
LONP1,44,7,54,60,29,136
LONP2,0,101,97,163,113,69
LONRF1,0,1,22,7,5,12
LONRF2,42,31,45,85,78,83
LONRF3,39,29,23,18,36,42
LORICRIN,3,0,9,0,0,17
LOX,44,0,12,4,1,28
LOXHD1,21,22,96,44,56,130
LOXL1,0,12,39,17,20,30
LOXL1-AS1,0,32,23,10,26,15
LOXL2,13,0,18,32,15,36
LOXL3,12,2,38,33,33,37
LOXL4,30,16,4,0,0,28
LPA,6,51,47,43,49,45
LPAL2,30,47,16,55,25,29
LPAR1,0,24,42,27,18,48
LPAR2,0,2,31,17,22,78
LPAR3,0,21,33,20,43,30
LPAR4,3,33,57,49,81,39
LPAR5,0,0,32,2,26,35
LPAR6,24,18,42,15,16,20
LPCAT1,4,21,21,38,1,56
LPCAT2,0,25,19,18,49,47
LPCAT3_1,0,0,1,0,2,0
LPCAT4,38,0,64,34,61,57
LPGAT1,0,18,64,29,52,49
LPGAT1-AS1,0,16,11,1,21,26
LPIN1,34,60,77,45,117,100
LPIN2,20,57,67,36,48,60
LPIN3,64,0,37,26,55,85
LPL,40,26,14,4,4,35
LPO,0,0,22,17,20,33
LPP,148,619,190,305,195,174
LPP-AS1,0,0,4,0,0,2
LPP-AS2,0,11,8,0,10,10
LPXN,0,16,49,24,20,38
LRAT,34,3,30,13,39,29
LRATD1,39,120,33,32,28,53
LRATD2,63,4,28,16,32,20
LRBA,89,87,115,126,169,143
LRCH1,84,17,56,46,60,57
LRCH2,0,0,0,0,1,0
LRCH3,77,450,115,356,122,92
LRCH4,41,17,18,43,7,73
LRCOL1,0,0,6,5,1,4
LRFN1,0,0,33,3,10,68
LRFN2,0,0,15,11,38,37
LRFN3,18,6,41,19,32,54
LRFN4,82,0,6,14,1,25
LRFN5,9,15,23,36,27,25
LRG1,0,0,21,19,24,27
LRGUK,69,14,29,54,50,52
LRIF1,0,36,31,34,11,32
LRIG1,0,36,46,26,27,61
LRIG2,24,277,101,95,82,100
LRIG2-DT,2,87,34,63,34,14
LRIG3,9,29,32,40,55,36
LRIT1,42,9,9,5,5,24
LRIT2,120,47,6,17,26,13
LRIT3,0,18,12,3,6,22
LRMDA,36,30,16,27,17,25
LRP1,131,106,154,402,85,273
LRP10,104,51,41,98,35,118
LRP11,18,0,15,33,13,22
LRP12,29,19,30,19,45,48
LRP1-AS,0,0,7,0,3,5
LRP1B,75,152,82,94,158,105
LRP2,3,77,166,141,194,175
LRP2BP,38,22,41,39,46,31
LRP3,0,14,13,346,6,18
LRP4,41,52,153,49,99,159
LRP4-AS1,0,4,10,2,20,10
LRP5,13,37,81,64,68,183
LRP6,72,77,142,81,180,113
LRP8,85,41,50,34,47,85
LRPAP1,65,50,50,75,93,106
LRPPRC,65,34,51,60,78,97
LRR1,0,37,33,11,19,43
LRRC1,0,7,48,25,42,46
LRRC10,0,0,2,3,1,17
LRRC10B,0,0,7,7,2,4
LRRC14,0,19,3,22,0,9
LRRC14B,0,0,4,0,0,5
LRRC15,40,0,20,0,2,28
LRRC17,88,0,7,2,3,16
LRRC18,0,0,14,7,7,10
LRRC19,0,48,46,62,45,16
LRRC2,1,152,34,175,31,19
LRRC20,0,0,12,24,12,39
LRRC23_1,0,0,1,0,0,0
LRRC25,4,0,15,17,4,16
LRRC26,0,0,0,0,0,1
LRRC27,0,61,83,66,110,95
LRRC28,19,49,39,76,34,57
LRRC29,0,0,16,15,2,19
LRRC2-AS1,0,0,11,0,0,3
LRRC3,21,22,4,20,12,35
LRRC30,0,0,9,0,2,10
LRRC31,0,12,25,10,21,16
LRRC32,5,0,3,37,0,23
LRRC34,0,26,48,5,46,16
LRRC36,92,14,47,26,43,22
LRRC37A,0,0,4,4,0,10
LRRC37A_1,0,0,0,3,2,0
LRRC37A11P,0,3,10,1,6,16
LRRC37A2,0,0,14,10,0,6
LRRC37A2_2,0,0,0,0,0,3
LRRC37A3,0,22,32,3,25,54
LRRC37A3_1,0,0,4,1,1,3
LRRC37A4P,1,61,64,71,52,62
LRRC37A5P,0,0,13,0,6,19
LRRC37A6P,0,0,6,4,0,11
LRRC37A8P_1,0,0,1,0,3,0
LRRC37B,0,29,78,18,62,76
LRRC38,0,0,9,1,9,4
LRRC39,0,0,20,8,10,14
LRRC3B,19,0,4,23,3,22
LRRC3C,0,0,21,0,9,38
LRRC3-DT,0,0,32,13,1,19
LRRC4,56,5,5,0,16,29
LRRC40,23,24,62,43,60,58
LRRC41,12,0,33,31,13,48
LRRC42,25,4,23,3,22,29
LRRC43,0,20,48,26,28,44
LRRC45,0,21,6,155,0,31
LRRC46,0,0,6,0,1,12
LRRC47,0,25,17,16,36,37
LRRC49,1,56,76,40,71,76
LRRC4B,0,135,11,58,12,55
LRRC4C,104,22,62,46,91,68
LRRC52,0,0,1,0,0,1
LRRC52-AS1,0,0,20,0,21,36
LRRC53,0,7,4,3,8,4
LRRC55,0,0,11,3,4,18
LRRC56,7,0,33,16,17,42
LRRC57,0,161,50,130,71,58
LRRC58,15,147,24,110,37,42
LRRC59,0,0,10,0,16,19
LRRC6,13,35,46,28,26,23
LRRC61,25,0,2,0,1,15
LRRC63,0,7,5,0,16,15
LRRC66,1,0,3,3,0,11
LRRC69,2,32,35,32,41,12
LRRC7,96,137,206,182,169,184
LRRC70,0,0,0,0,3,9
LRRC71,23,16,62,41,53,70
LRRC72,33,7,32,15,21,15
LRRC73,37,0,11,6,2,12
LRRC74A,13,0,22,10,37,46
LRRC74B,70,8,81,36,47,94
LRRC75A,0,0,13,0,2,12
LRRC75B,0,10,4,24,0,28
LRRC77P,0,5,2,11,15,9
LRRC8A,0,69,45,145,47,71
LRRC8B,100,20,23,62,22,33
LRRC8C,24,11,8,29,30,36
LRRC8C-DT,0,0,3,0,0,1
LRRC8D,0,21,19,4,17,38
LRRC8E,0,24,53,5,29,64
LRRC9,78,32,30,25,54,29
LRRCC1,0,85,57,31,36,32
LRRD1,0,17,14,3,26,20
LRRFIP1,35,189,82,510,108,127
LRRFIP2,82,29,55,90,72,91
LRRIQ1,16,90,93,81,73,66
LRRIQ3,0,11,0,11,0,3
LRRIQ4,36,16,20,30,36,37
LRRK1,60,106,107,97,100,128
LRRK2,23,44,114,70,168,43
LRRN1,3,36,69,40,34,37
LRRN2,0,12,6,10,4,28
LRRN3,0,21,47,30,48,20
LRRN4,0,8,37,26,6,29
LRRN4CL,41,316,34,164,47,24
LRRTM1,10,66,29,17,22,30
LRRTM2,45,23,21,27,48,24
LRRTM3,0,9,13,10,11,10
LRRTM4,57,68,110,107,193,92
LRRTM4-AS1,40,0,18,6,11,4
LRSAM1,15,38,81,87,75,89
LRTM1,17,0,20,19,25,17
LRTM2,0,0,0,12,1,8
LRTOMT,0,27,56,6,29,43
LRWD1,1,0,54,9,7,45
LSAMP,38,71,79,53,77,51
LSAMP-AS1,0,5,7,23,12,30
LSG1,0,31,41,41,29,58
LSINCT5,0,6,24,32,25,26
LSM1,0,0,24,3,5,10
LSM10,0,0,17,8,9,11
LSM11,99,14,35,10,25,26
LSM12,2,12,64,14,31,32
LSM14A,0,48,2,10,11,5
LSM14A_1,0,0,5,0,3,2
LSM14B,7,26,33,21,71,44
LSM2_2,0,0,0,0,1,0
LSM2_5,0,0,0,0,1,0
LSM3,14,2,7,39,28,20
LSM4,22,24,22,33,22,21
LSM5,0,12,28,3,18,23
LSM6,51,0,44,5,14,24
LSM7,0,0,5,53,0,7
LSM8,39,59,79,69,57,64
LSMEM1,44,15,5,20,14,17
LSMEM2,0,0,1,0,0,0
LSP1,25,37,8,58,3,10
LSP1P3,0,0,2,1,0,7
LSP1P4,0,0,36,5,20,24
LSP1P5,0,0,1,1,1,1
LSP1P5_1,0,0,1,0,1,0
LSR,92,23,36,26,40,96
LSS,24,7,31,37,24,122
LST1_5,0,0,0,0,0,6
LST1_6,0,0,0,0,0,4
LTA_1,0,0,1,0,2,2
LTA_4,0,0,3,0,0,0
LTA4H,0,61,47,54,81,58
LTB_3,0,0,0,0,0,1
LTB4R,2,16,16,39,26,26
LTB4R2,0,0,0,0,0,14
LTBP1,54,84,71,164,146,122
LTBP2,85,46,31,49,15,36
LTBP3,0,179,79,890,48,94
